   0.00000   3.465E+00
   0.00050   3.426E+00
   0.00550   3.089E+00
   0.01050   2.906E+00
   0.01550   2.842E+00
   0.02050   2.779E+00
   0.02550   2.666E+00
   0.03050   2.564E+00
   0.03550   2.433E+00
   0.04050   2.291E+00
   0.04550   2.174E+00
   0.05050   2.081E+00
   0.05550   2.052E+00
   0.06050   2.045E+00
   0.06550   2.014E+00
   0.07050   2.035E+00
   0.07550   2.075E+00
   0.08050   2.094E+00
   0.08550   2.176E+00
   0.09050   2.261E+00
   0.09550   2.327E+00
   0.10050   2.413E+00
   0.10550   2.475E+00
   0.11050   2.469E+00
   0.11550   2.462E+00
   0.12050   2.462E+00
   0.12550   2.472E+00
   0.13050   2.455E+00
   0.13550   2.481E+00
   0.14050   2.499E+00
   0.14550   2.536E+00
   0.15050   2.548E+00
   0.15550   2.572E+00
   0.16050   2.534E+00
   0.16550   2.450E+00
   0.17050   2.328E+00
   0.17550   2.185E+00
   0.18050   2.078E+00
   0.18550   1.952E+00
   0.19050   1.784E+00
   0.19550   1.618E+00
   0.20050   1.505E+00
   0.20550   1.438E+00
   0.21050   1.452E+00
   0.21550   1.468E+00
   0.22050   1.462E+00
   0.22550   1.480E+00
   0.23050   1.526E+00
   0.23550   1.611E+00
   0.24050   1.682E+00
   0.24550   1.775E+00
   0.25050   1.888E+00
   0.25550   1.941E+00
   0.26050   1.948E+00
   0.26550   1.973E+00
   0.27050   2.023E+00
   0.27550   2.062E+00
   0.28050   2.079E+00
   0.28550   2.096E+00
   0.29050   2.151E+00
   0.29550   2.209E+00
